id,business_name,category,city,country,phone,email,website,address,facebook,instagram,linkedin,rating,review_count,score,priority,lead_status,contactable,matched_services,response_time_ms,page_size_kb,reason,discovery_sources,created_at
176,Siemes Schuhcenter,clothing store,Berlin,Germany,+493032306484,zentrale@siemes.de,http://www.siemes.de,"Siemes Schuhcenter, Am Juliusturm 55, 13599 Berlin, Germany",https://www.facebook.com/Schuhcenter.de/,,,,,0,COLD,actionable,True,"AI Automation, Google Shopping, Mobile App Development, Social Media Management",,,"Priority COLD (Score 0/100): Baseline technical presence. Recommended: [Google Shopping (active e-commerce catalog detected), Social Media Management (incomplete multichannel social presence), AI Automation (missing automated booking/inquiry workflows), Mobile App Development (high-frequency mobile loyalty/ordering)]. [Actionable: Direct Phone, Email available for outreach].",geoapify,2026-08-19 09:58:56
177,KiK,clothing store,Berlin,Germany,+4923839540,,http://www.kik-textilien.com/shop/,"KiK, Turmstraße 68, 10551 Berlin, Germany",https://www.facebook.com/kik.de/,https://www.instagram.com/kik.de/,,,,0,COLD,actionable,True,"AI Automation, Social Media Management",,,"Priority COLD (Score 0/100): Baseline technical presence. Recommended: [Social Media Management (incomplete multichannel social presence), AI Automation (missing automated booking/inquiry workflows)]. [Actionable: Direct Phone available for outreach].",geoapify,2026-08-19 09:58:56
178,Ortopädie Schuhtechnik,clothing store,Berlin,Germany,+49305294052,kontakt@ost-herhold.de,https://www.ute-herhold.de,"Ortopädie Schuhtechnik, Weitlingstraße 35, 10317 Berlin, Germany",,,,,,40,WARM,actionable,True,"SEO, Social Media Marketing, Web Development",,,"Priority WARM (Score 40/100): No active website found (+30); No active social media channels (+10). Recommended: [Web Development (no active website found), SEO (initial local search setup for new web build), Social Media Marketing (zero active social media presence)]. [Actionable: Direct Phone, Email available for outreach].",geoapify,2026-08-19 09:58:56
179,Takko Fashion,clothing store,Berlin,Germany,+493040043605,,https://www.takko-fashion.com/,"Takko Fashion, Storkower Straße 9, 10409 Berlin, Germany",,,,,,10,COLD,actionable,True,"AI Automation, Social Media Marketing",,,"Priority COLD (Score 10/100): No active social media channels (+10). Recommended: [Social Media Marketing (zero active social media presence), AI Automation (missing automated booking/inquiry workflows)]. [Actionable: Direct Phone available for outreach].",geoapify,2026-08-19 09:58:56
180,Wittstock,clothing store,Berlin,Germany,+49307915437,info@schuhhauswittstock.de,https://www.schuhhauswittstock.de/filiale.asp?shoid=129,"Wittstock, Schloßstraße 32, 12163 Berlin, Germany",,,,,,25,COLD,actionable,True,"AI Automation, Google Ads, SEO, Social Media Marketing",,,"Priority COLD (Score 25/100): SEO defects detected (missing_h1) (+15); No active social media channels (+10). Recommended: [SEO (technical defects: missing_h1), Google Ads (paid search recovery for organic search/review gaps), Social Media Marketing (zero active social media presence), AI Automation (missing automated booking/inquiry workflows)]. [Actionable: Direct Phone, Email available for outreach].",geoapify,2026-08-19 09:58:56
181,Esther Thomas,clothing store,Berlin,Germany,,info@estherthomas.berlin,https://www.estherthomas.berlin/,"Esther Thomas, Knesebeckstraße, 10623 Berlin, Germany",,https://www.instagram.com/esther_thomas_modedesign/,,,,15,COLD,actionable,True,"AI Automation, Google Ads, SEO, Social Media Management",,,"Priority COLD (Score 15/100): SEO defects detected (multiple_h1) (+15). Recommended: [SEO (technical defects: multiple_h1), Google Ads (paid search recovery for organic search/review gaps), Social Media Management (incomplete multichannel social presence), AI Automation (missing automated booking/inquiry workflows)]. [Actionable: Direct Email available for outreach].",geoapify,2026-08-19 09:58:56
182,Enderlein Moden,clothing store,Berlin,Germany,+49308338068,,https://www.enderlein-moden.de/,"Enderlein Moden, Curtiusstraße 8, 12205 Berlin, Germany",https://www.facebook.com/EnderleinMode,https://www.instagram.com/enderleinmode/,,,,0,COLD,actionable,True,"AI Automation, Google Ads, SEO, Social Media Management",,,Priority COLD (Score 0/100): Baseline technical presence. Recommended: [Social Media Management (incomplete multichannel social presence)]. [Actionable: Direct Phone available for outreach].,geoapify,2026-08-19 09:58:56
183,Fadeninsel,clothing store,Berlin,Germany,+49306156994,marita.tenberg@fadeninsel.de,https://fadeninsel.de,"Fadeninsel, Oranienstraße 23, 10999 Berlin, Germany",https://www.facebook.com/Fadeninsel,http://www.instagram.com/fadeninsel,,,,15,COLD,actionable,True,"AI Automation, Google Ads, SEO, Social Media Management",,,"Priority COLD (Score 15/100): SEO defects detected (missing_meta_description, multiple_h1) (+15). Recommended: [SEO (technical defects: missing_meta_description, multiple_h1), Google Ads (paid search recovery for organic search/review gaps), Social Media Management (incomplete multichannel social presence), AI Automation (missing automated booking/inquiry workflows)]. [Actionable: Direct Phone, Email available for outreach].",geoapify,2026-08-19 09:58:56
184,Voo,clothing store,Berlin,Germany,+49306957972710,store@vooberlin.com,https://www.vooberlin.com,"Voo, Oranienstraße 24, 10999 Berlin, Germany",,https://instagram.com/voostore,,,,0,COLD,actionable,True,"AI Automation, Google Shopping, Mobile App Development, Social Media Management",,,"Priority COLD (Score 0/100): Baseline technical presence. Recommended: [Google Shopping (active e-commerce catalog detected), Social Media Management (incomplete multichannel social presence), AI Automation (missing automated booking/inquiry workflows), Mobile App Development (high-frequency mobile loyalty/ordering)]. [Actionable: Direct Phone, Email available for outreach].",geoapify,2026-08-19 09:58:56
185,Luzifer,clothing store,Berlin,Germany,+49306152239,mail@luzifer.com,https://www.luzifer.com/,"Luzifer, Oranienstraße 169, 10999 Berlin, Germany",https://www.facebook.com/Luzifer.Leinenkleidung,,,,,15,COLD,actionable,True,"AI Automation, Google Ads, SEO, Social Media Management",,,"Priority COLD (Score 15/100): SEO defects detected (missing_h1) (+15). Recommended: [SEO (technical defects: missing_h1), Google Ads (paid search recovery for organic search/review gaps), Social Media Management (incomplete multichannel social presence), AI Automation (missing automated booking/inquiry workflows)]. [Actionable: Direct Phone, Email available for outreach].",geoapify,2026-08-19 09:58:56
186,kitsch-nation,clothing store,Berlin,Germany,+493053083818,info@kitsch-nation.de,http://www.kitsch-nation.de,"kitsch-nation, Schönleinstraße 24, 10967 Berlin, Germany",,,,,,40,WARM,actionable,True,"SEO, Social Media Marketing, Web Development",,,"Priority WARM (Score 40/100): No active website found (+30); No active social media channels (+10). Recommended: [Web Development (no active website found), SEO (initial local search setup for new web build), Social Media Marketing (zero active social media presence)]. [Actionable: Direct Phone, Email available for outreach].",geoapify,2026-08-19 09:58:56
187,Weekday,clothing store,Berlin,Germany,+493020077190,,https://www.weekday.com/,"Weekday, Friedrichstrasse 140, 10117 Berlin, Germany",,,,,,40,WARM,actionable,True,"SEO, Social Media Marketing, Web Development",,,"Priority WARM (Score 40/100): No active website found (+30); No active social media channels (+10). Recommended: [Web Development (no active website found), SEO (initial local search setup for new web build), Social Media Marketing (zero active social media presence)]. [Actionable: Direct Phone available for outreach].",geoapify,2026-08-19 09:58:56
188,Ulla Popken,clothing store,Berlin,Germany,+493088625566,,https://www.ullapopken.de/,"Ulla Popken, Kurfürstendamm 37, 10719 Berlin, Germany",,,,,,40,WARM,actionable,True,"SEO, Social Media Marketing, Web Development",,,"Priority WARM (Score 40/100): No active website found (+30); No active social media channels (+10). Recommended: [Web Development (no active website found), SEO (initial local search setup for new web build), Social Media Marketing (zero active social media presence)]. [Actionable: Direct Phone available for outreach].",geoapify,2026-08-19 09:58:56
189,Lieblinge,clothing store,Berlin,Germany,+493044737644,mail@lieblinge.com,https://lieblinge.com/,"Lieblinge, Schönfließer Straße 1, 10439 Berlin, Germany",,,,,,25,COLD,actionable,True,"AI Automation, Google Ads, Google Shopping, Mobile App Development, SEO, Social Media Marketing",,,"Priority COLD (Score 25/100): SEO defects detected (multiple_h1) (+15); No active social media channels (+10). Recommended: [SEO (technical defects: multiple_h1), Google Ads (paid search recovery for organic search/review gaps), Google Shopping (active e-commerce catalog detected), Social Media Marketing (zero active social media presence), AI Automation (missing automated booking/inquiry workflows), Mobile App Development (high-frequency mobile loyalty/ordering)]. [Actionable: Direct Phone, Email available for outreach].",geoapify,2026-08-19 09:58:56
191,Milchhäusl,cafe,München,DE,+4989517297180,info@milchhaeusl.de,https://milchhaeusl.info/,"18, Veterinärstraße",,,,,,0,COLD,actionable,True,,,,,osm,2026-08-19 10:16:47
197,Joon,cafe,Munich,DE,+498941550941,info@cafejoon.de,http://cafejoon.de,"114, Theresienstraße",https://www.facebook.com/cafejoon?ref=ts&fref=ts,,,,,25,COLD,actionable,True,"AI Automation, Google Ads, Mobile App Development, SEO, Social Media Management",,,"Priority COLD (Score 25/100): Website is not secured via HTTPS (+10); SEO defects detected (multiple_h1, no_https) (+15). Recommended: [SEO (technical defects: multiple_h1, no_https), Google Ads (paid search recovery for organic search/review gaps), Social Media Management (incomplete multichannel social presence), AI Automation (missing automated booking/inquiry workflows), Mobile App Development (high-frequency mobile loyalty/ordering)]. [Actionable: Direct Phone, Email available for outreach].",osm,2026-08-19 10:16:47
198,Trachtenvogl Café-Lounge,cafe,München,DE,+49892015160,info@trachtenvogl.de,https://www.trachtenvogl.de/,"47, Reichenbachstraße",,,,,,0,COLD,actionable,True,,,,,osm,2026-08-19 10:16:47
200,Konditorei Widmann,cafe,Munich,Germany,+49897146409,service@konditorei-widmann.de,https://www.konditorei-widmann.de/konditorei/,"Konditorei Widmann, Heiglhofstraße 11, 81377 Munich, Germany",,,,,,10,COLD,actionable,True,"AI Automation, Mobile App Development, Social Media Marketing",,,"Priority COLD (Score 10/100): No active social media channels (+10). Recommended: [Social Media Marketing (zero active social media presence), AI Automation (missing automated booking/inquiry workflows), Mobile App Development (high-frequency mobile loyalty/ordering)]. [Actionable: Direct Phone, Email available for outreach].",geoapify,2026-08-19 10:16:47
201,Cafe Factory,cafe,Munich,Germany,+498955000537,cafefactory@akinayhan.de,https://cafe-factory.eatbu.com/,"Cafe Factory, Forstenrieder Allee 61, 81476 Munich, Germany",,,,,,10,COLD,actionable,True,"AI Automation, Mobile App Development, Social Media Marketing",,,"Priority COLD (Score 10/100): No active social media channels (+10). Recommended: [Social Media Marketing (zero active social media presence), AI Automation (missing automated booking/inquiry workflows), Mobile App Development (high-frequency mobile loyalty/ordering)]. [Actionable: Direct Phone, Email available for outreach].",geoapify,2026-08-19 10:16:47
204,Eiscafe Portofino,cafe,Munich,Germany,+49898203365,,,"Eiscafe Portofino, Gleichmannstraße, 81241 Munich, Germany",,,,,,40,WARM,actionable,True,"SEO, Social Media Marketing, Web Development",,,"Priority WARM (Score 40/100): No active website found (+30); No active social media channels (+10). Recommended: [Web Development (no active website found), SEO (initial local search setup for new web build), Social Media Marketing (zero active social media presence)]. [Actionable: Direct Phone available for outreach].",geoapify,2026-08-19 10:16:47
205,Geluk All Day Cafe,cafe,Munich,Germany,+498924604997,,,"Geluk All Day Cafe, Verdistraße, 81247 Munich, Germany",,,,,,40,WARM,actionable,True,"SEO, Social Media Marketing, Web Development",,,"Priority WARM (Score 40/100): No active website found (+30); No active social media channels (+10). Recommended: [Web Development (no active website found), SEO (initial local search setup for new web build), Social Media Marketing (zero active social media presence)]. [Actionable: Direct Phone available for outreach].",geoapify,2026-08-19 10:16:47
206,Die Kuchenmeisterei,cafe,Munich,Germany,+4989565866,briefkasten@diekuchenmeisterei.de,https://www.diekuchenmeisterei.de/,"Die Kuchenmeisterei, Agnes-Bernauer-Straße 122, 80687 Munich, Germany",,,,,,25,COLD,actionable,True,"AI Automation, Google Ads, Mobile App Development, SEO, Social Media Marketing",,,"Priority COLD (Score 25/100): SEO defects detected (multiple_h1) (+15); No active social media channels (+10). Recommended: [SEO (technical defects: multiple_h1), Google Ads (paid search recovery for organic search/review gaps), Social Media Marketing (zero active social media presence), AI Automation (missing automated booking/inquiry workflows), Mobile App Development (high-frequency mobile loyalty/ordering)]. [Actionable: Direct Phone, Email available for outreach].",geoapify,2026-08-19 10:16:47
209,Aubinger Herzl,cafe,Munich,Germany,+498920033754,aubingerherzl@web.de,https://aubinger-herzl.de/,"Aubinger Herzl, Altostraße 36, 81245 Munich, Germany",,,,,,10,COLD,actionable,True,"AI Automation, Mobile App Development, Social Media Marketing",,,"Priority COLD (Score 10/100): No active social media channels (+10). Recommended: [Social Media Marketing (zero active social media presence), AI Automation (missing automated booking/inquiry workflows), Mobile App Development (high-frequency mobile loyalty/ordering)]. [Actionable: Direct Phone, Email available for outreach].",geoapify,2026-08-19 10:16:47
210,Bluechip Real Estate,real estate,Dubai,AE,+97143951212,info@bluechiphome.com,https://bluechiphome.com/,"Al Barsha 1, sheikh Zayed Road",https://www.facebook.com/bluechipdubai/,https://www.instagram.com/bluechiprealestate_/,https://www.linkedin.com/company/bluechipdubai/,,,15,COLD,actionable,True,"Google Ads, Google Shopping, Mobile App Development, SEO, Web App Development",,,Priority COLD (Score 15/100) | Signals: SEO defects detected (missing_h1) (+15) | Recommended Services: SEO (technical defects: missing_h1); Google Ads (high commercial search demand & acquisition intent); Google Shopping (e-commerce catalog detected); Web App Development (custom checkout / portal workflows); Mobile App Development (customer loyalty & recurring ordering) | Actionable: Direct Phone & Email available for outreach.,osm,2026-08-19 10:27:02
220,Zahnklinik Ost GmbH,dentist,Berlin,DE,+493050014944,karlshorst@zahnklinik-ost.de,https://www.zahnklinik-ost.de/,"112, Treskowallee",https://www.facebook.com/zahnklinik.ost,https://www.instagram.com/zahnklinik.ost,,,,15,COLD,actionable,True,"AI Automation, Google Ads, SEO",2363.51,63.57,Priority COLD (Score 15/100) | Signals: SEO defects detected (multiple_h1) (+15) | Recommended Services: SEO (technical defects: multiple_h1); Google Ads (high commercial search demand & acquisition intent); AI Automation (missing automated booking / lead capture) | Actionable: Direct Phone & Email available for outreach.,osm,2026-08-20 17:53:36
221,Zahnarztpraxis Dres. Schmidt & Schmidt-Lueger,dentist,Hohen Neuendorf,DE,+493303297729,,https://ilovemydentist.de/,"6, Albertstraße",,,,,,0,COLD,actionable,True,,,,,osm,2026-08-20 17:53:36
222,Dr. Robert Schulz,dentist,Berlin,DE,+49303813400,,,"117, Goebelstraße, Siemensstadt",,,,,,40,WARM,actionable,True,"Google Ads, SEO, Social Media Marketing, Web Development",,,Priority WARM (Score 40/100) | Signals: No active website (+30); No active social media channels (+10) | Recommended Services: Web Development (no active website found); SEO (needs initial search visibility & indexing); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent) | Actionable: Direct Phone available for outreach.,osm,2026-08-20 17:53:36
224,Dr. Bodo Seidel,dentist,Berlin,DE,+49303828415,,https://www.za-seidel.de/,"26, Rohrdamm, Siemensstadt",,,,,,40,WARM,actionable,True,"AI Automation, Google Ads, SEO, Social Media Marketing, Web Development",,,Priority WARM (Score 40/100) | Signals: No active website (+30); No active social media channels (+10) | Recommended Services: Web Development (no active website found); SEO (needs initial search visibility & indexing); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent); AI Automation (missing automated booking / lead capture) | Actionable: Direct Phone available for outreach.,osm,2026-08-20 17:53:36
225,Zahnarzt Dr. Kalinke,dentist,Berlin,DE,+49305589089,,,"5B, Hauptstraße, Rummelsburg",,,,,,40,WARM,actionable,True,"Google Ads, SEO, Social Media Marketing, Web Development",,,Priority WARM (Score 40/100) | Signals: No active website (+30); No active social media channels (+10) | Recommended Services: Web Development (no active website found); SEO (needs initial search visibility & indexing); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent) | Actionable: Direct Phone available for outreach.,osm,2026-08-20 17:53:36
226,Zahnarztpraxis Toma,dentist,Berlin,DE,+49308243402,,https://www.za-toma.de/,"17, Mecklenburgische Straße, Wilmersdorf",,https://www.instagram.com/zahnarztpraxistoma,,,,0,COLD,actionable,True,"AI Automation, Social Media Management",3672.75,18.29,Priority COLD (Score 0/100) | Recommended Services: Social Media Management (multi-channel expansion); AI Automation (missing automated booking / lead capture) | Actionable: Direct Phone available for outreach.,osm,2026-08-20 17:53:36
228,Peter Krause,dentist,Berlin,DE,+49307751071,,,"40, Kamenzer Damm, Lankwitz",,,,,,40,WARM,actionable,True,"Google Ads, SEO, Social Media Marketing, Web Development",,,Priority WARM (Score 40/100) | Signals: No active website (+30); No active social media channels (+10) | Recommended Services: Web Development (no active website found); SEO (needs initial search visibility & indexing); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent) | Actionable: Direct Phone available for outreach.,osm,2026-08-20 17:53:36
229,Dental 21,dentist,Berlin,DE,+493066509611,datenschutz@dental21.de,https://www.dental21-pankow.de/,"13, Neumannstraße",,,,,,10,COLD,actionable,True,Social Media Marketing,2162.77,926.41,Priority COLD (Score 10/100) | Signals: No active social media channels (+10) | Recommended Services: Social Media Marketing (no active social channels detected) | Actionable: Direct Phone & Email available for outreach.,osm,2026-08-20 17:53:36
233,Zahnarzt W. Isakowitsch,dentist,Berlin,Germany,+49305532393,,,"Zahnarzt W. Isakowitsch, Bänschstraße 58, 10247 Berlin, Germany",,,,,,40,WARM,actionable,True,"Google Ads, SEO, Social Media Marketing, Web Development",,,Priority WARM (Score 40/100) | Signals: No active website (+30); No active social media channels (+10) | Recommended Services: Web Development (no active website found); SEO (needs initial search visibility & indexing); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent) | Actionable: Direct Phone available for outreach.,geoapify,2026-08-20 17:53:37
234,TeethTerminal,dentist,Berlin,Germany,+49302910953,rezeption@teethterminal.com,https://www.teethterminal.com/,"TeethTerminal, Am Rudolfplatz 6, 10245 Berlin, Germany",,,,,,40,WARM,actionable,True,"AI Automation, Google Ads, SEO, Social Media Marketing, Web Development",,,Priority WARM (Score 40/100) | Signals: No active website (+30); No active social media channels (+10) | Recommended Services: Web Development (no active website found); SEO (needs initial search visibility & indexing); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent); AI Automation (missing automated booking / lead capture) | Actionable: Direct Phone & Email available for outreach.,geoapify,2026-08-20 17:53:37
235,Meindentist,dentist,Berlin,Germany,+4930397733333,,,"Meindentist, Wilmersdorfer Straße 42, 10627 Berlin, Germany",,,,,,40,WARM,actionable,True,"Google Ads, SEO, Social Media Marketing, Web Development",,,Priority WARM (Score 40/100) | Signals: No active website (+30); No active social media channels (+10) | Recommended Services: Web Development (no active website found); SEO (needs initial search visibility & indexing); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent) | Actionable: Direct Phone available for outreach.,geoapify,2026-08-20 17:53:37
238,Massimo Micalef,dentist,Berlin,Germany,+015170660600,info@zahnarzt-micalef.de,https://www.zahnarzt-micalef.de/,"Massimo Micalef, Stargarder Straße 18, 10437 Berlin, Germany",https://www.facebook.com/zahnarztmicalef/,https://www.instagram.com/zahnarztpraxis_massimomicalef,,,,15,COLD,actionable,True,"AI Automation, Google Ads, SEO",11397.8,113.17,"Priority COLD (Score 15/100) | Signals: SEO defects detected (missing_meta_description, missing_h1) (+15) | Recommended Services: SEO (technical defects: missing_meta_description, missing_h1); Google Ads (high commercial search demand & acquisition intent); AI Automation (missing automated booking / lead capture) | Actionable: Direct Phone & Email available for outreach.",geoapify,2026-08-20 17:53:37
240,HB Roswell Realty,real estate,Miami,US,+13057250566,,https://www.condoblackbook.com/,"1A-103, North Bayshore Drive",,,,,,40,WARM,actionable,True,"AI Automation, Google Ads, SEO, Social Media Marketing, Web Development",,,Priority WARM (Score 40/100) | Signals: No active website (+30); No active social media channels (+10) | Recommended Services: Web Development (no active website found); SEO (needs initial search visibility & indexing); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent); AI Automation (missing automated booking / lead capture) | Actionable: Direct Phone available for outreach.,osm,2026-08-20 18:10:16
242,Treasures On the Bay,real estate,North Bay Village,US,+13058664230,,https://www.treasuresonthebay.com/treasures-on-the-bay-north-bay-village-fl/,"7525, East Treasure Drive",,,,,,0,COLD,actionable,True,,,,,osm,2026-08-20 18:10:16
243,"Concept International Realty, Inc.",real estate,Miami,US,+17863295690,,https://cirmiami.com/,"55, Southeast 6th Street",,,,,,40,WARM,actionable,True,"AI Automation, Google Ads, SEO, Social Media Marketing, Web Development",,,Priority WARM (Score 40/100) | Signals: No active website (+30); No active social media channels (+10) | Recommended Services: Web Development (no active website found); SEO (needs initial search visibility & indexing); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent); AI Automation (missing automated booking / lead capture) | Actionable: Direct Phone available for outreach.,osm,2026-08-20 18:10:16
249,Coast2Coast Land Inc,real estate,Miami,US,+18338541700,office@coast2coastland.com,https://goodbyeland.com,"444, Brickell Avenue",,,,,,10,COLD,actionable,True,"AI Automation, Social Media Marketing",4422.39,3906.29,Priority COLD (Score 10/100) | Signals: No active social media channels (+10) | Recommended Services: Social Media Marketing (no active social channels detected); AI Automation (missing automated booking / lead capture) | Actionable: Direct Phone & Email available for outreach.,osm,2026-08-20 18:10:16
251,Flat Fee Florida Realty,real estate,Miami,US,+17862951410,,https://www.flatfeefloridarealty.com/,"2125, Biscayne Boulevard",https://www.facebook.com/flatfeefloridarealty/,https://www.instagram.com/flatfeefloridarealty/,https://www.linkedin.com/company/flatfeefloridarealty/,,,15,COLD,actionable,True,"AI Automation, Google Ads, Google Shopping, Mobile App Development, SEO, Web App Development",4934.75,251.23,Priority COLD (Score 15/100) | Signals: SEO defects detected (multiple_h1) (+15) | Recommended Services: SEO (technical defects: multiple_h1); Google Ads (high commercial search demand & acquisition intent); Google Shopping (e-commerce catalog detected); AI Automation (missing automated booking / lead capture); Web App Development (custom checkout / portal workflows); Mobile App Development (customer loyalty & recurring ordering) | Actionable: Direct Phone available for outreach.,osm,2026-08-20 18:10:16
253,Prime Land Buyers,real estate,Miami,US,+17862501103,service@primelandbuyers.com,https://www.primelandbuyers.com/,"777, Brickell Avenue",,,,,,10,COLD,actionable,True,"AI Automation, Social Media Marketing",951.81,109.06,Priority COLD (Score 10/100) | Signals: No active social media channels (+10) | Recommended Services: Social Media Marketing (no active social channels detected); AI Automation (missing automated booking / lead capture) | Actionable: Direct Phone & Email available for outreach.,osm,2026-08-20 18:10:16
254,Eureka Realty Inc,real estate,Toronto,CA,+14165361990,,,,,,,,,40,WARM,actionable,True,"Google Ads, SEO, Social Media Marketing, Web Development",,,Priority WARM (Score 40/100) | Signals: No active website (+30); No active social media channels (+10) | Recommended Services: Web Development (no active website found); SEO (needs initial search visibility & indexing); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent) | Actionable: Direct Phone available for outreach.,osm,2026-08-20 18:12:48
255,RE/MAX,real estate,Toronto,CA,+14162036666,,,,,,,,,40,WARM,actionable,True,"Google Ads, SEO, Social Media Marketing, Web Development",,,Priority WARM (Score 40/100) | Signals: No active website (+30); No active social media channels (+10) | Recommended Services: Web Development (no active website found); SEO (needs initial search visibility & indexing); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent) | Actionable: Direct Phone available for outreach.,osm,2026-08-20 18:12:48
260,Johnston & Daniel,real estate,Toronto,CA,+14164892121,,https://johnstonanddaniel.com/,,https://www.facebook.com/JohnstonandDaniel/,https://www.instagram.com/johnstonanddaniel/,https://www.linkedin.com/company/johnston-and-daniel,,,15,COLD,actionable,True,"AI Automation, Google Ads, SEO",4139.03,52.96,Priority COLD (Score 15/100) | Signals: SEO defects detected (missing_meta_description) (+15) | Recommended Services: SEO (technical defects: missing_meta_description); Google Ads (high commercial search demand & acquisition intent); AI Automation (missing automated booking / lead capture) | Actionable: Direct Phone available for outreach.,osm,2026-08-20 18:12:48
261,Coldwell Bankers Condos Sales & Leasing,real estate,Toronto,CA,+14163668800,,,,,,,,,40,WARM,actionable,True,"Google Ads, SEO, Social Media Marketing, Web Development",,,Priority WARM (Score 40/100) | Signals: No active website (+30); No active social media channels (+10) | Recommended Services: Web Development (no active website found); SEO (needs initial search visibility & indexing); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent) | Actionable: Direct Phone available for outreach.,osm,2026-08-20 18:12:48
265,Harvey Kalles Real Estate Ltd.,real estate,North York,CA,+14164412888,,,"2145, Avenue Road",,,,,,0,COLD,actionable,True,,,,,osm,2026-08-20 18:12:48
267,Empress Realty Inc.,real estate,Toronto,CA,+14162180017,,,,,,,,,40,WARM,actionable,True,"Google Ads, SEO, Social Media Marketing, Web Development",,,Priority WARM (Score 40/100) | Signals: No active website (+30); No active social media channels (+10) | Recommended Services: Web Development (no active website found); SEO (needs initial search visibility & indexing); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent) | Actionable: Direct Phone available for outreach.,osm,2026-08-20 18:12:48
277,Porritt Real Estate,real estate,Etobicoke,CA,+14162599639,,,"3385, Lake Shore Boulevard West",,,,,,0,COLD,actionable,True,,,,,osm,2026-08-20 18:12:48
278,RE/MAX,real estate,Toronto,CA,+14162010200,,,"2977, Lake Shore Boulevard West",,,,,,40,WARM,actionable,True,"Google Ads, SEO, Social Media Marketing, Web Development",,,Priority WARM (Score 40/100) | Signals: No active website (+30); No active social media channels (+10) | Recommended Services: Web Development (no active website found); SEO (needs initial search visibility & indexing); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent) | Actionable: Direct Phone available for outreach.,osm,2026-08-20 18:12:48
280,Homelife/Bayview Realty Inc.,real estate,Toronto,CA,+19058892200,,,,,,,,,40,WARM,actionable,True,"Google Ads, SEO, Social Media Marketing, Web Development",,,Priority WARM (Score 40/100) | Signals: No active website (+30); No active social media channels (+10) | Recommended Services: Web Development (no active website found); SEO (needs initial search visibility & indexing); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent) | Actionable: Direct Phone available for outreach.,osm,2026-08-20 18:12:48
282,Royal LePage,real estate,Toronto,Canada,+14166905100,estaterealty@royallepage.ca,,"Royal LePage, 2301 Queen Street East, Toronto, ON M4E 1E6, Canada",,,,,,40,WARM,actionable,True,"Google Ads, SEO, Social Media Marketing, Web Development",,,Priority WARM (Score 40/100) | Signals: No active website (+30); No active social media channels (+10) | Recommended Services: Web Development (no active website found); SEO (needs initial search visibility & indexing); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent) | Actionable: Direct Phone & Email available for outreach.,geoapify,2026-08-20 18:12:48
283,Altima Dental,dentist,Toronto,CA,+14165351167,,https://www.altimadental.com/,,,,,,,0,COLD,actionable,True,,,,,osm,2026-08-20 18:16:24
285,Dr. Norman Mack,dentist,East York,CA,+14164255144,,,"1353, Woodbine Avenue",,,,,,0,COLD,actionable,True,,,,,osm,2026-08-20 18:16:24
287,Smyl,dentist,Toronto,CA,+16478006917,info@smyldentistry.ca,https://smyldentistry.ca,"608, Bloor Street West",,,,,,0,COLD,actionable,True,,,,,osm,2026-08-20 18:16:24
288,Soho Dental,dentist,Toronto,CA,+14165381646,info@sohodentalbloor.ca,https://sohodental.ca,"596, Bloor Street West",,,,,,0,COLD,actionable,True,,,,,osm,2026-08-20 18:16:24
298,Christie Park Dental,dentist,Toronto,CA,+14165315796,,https://parkdentalcentres.com/,"745, Bloor Street West",,,,,,0,COLD,actionable,True,,,,,osm,2026-08-20 18:16:24
299,Lawrence Freedman,dentist,Toronto,CA,+14165368863,,,"415, Bloor Street West",,,,,,0,COLD,actionable,True,,,,,osm,2026-08-20 18:16:24
300,Harbourfront Dental,dentist,Toronto,CA,+14162602001,,,"10, Lower Spadina Avenue",,,,,,0,COLD,actionable,True,,,,,osm,2026-08-20 18:16:24
301,Infinity Dental,dentist,Toronto,CA,+14164634648,,https://www.infinitydentaloffice.com/,"31, Lower Simcoe Street",,,,,,0,COLD,actionable,True,,,,,osm,2026-08-20 18:16:24
302,Toronto Oral & Facial Survery,dentist,Toronto,CA,+14163222111,info@torontooralandfacialsurgery.com,https://torontooralandfacialsurgery.com/,,,,,,,0,COLD,actionable,True,,,,,osm,2026-08-20 18:16:24
